percent,ankle,knee,hip
0,16.775,19.903,20.217
2,13.408,18.645,22.040
4,11.648,18.341,21.477
6,9.624,17.429,19.753
8,8.059,16.714,19.847
10,4.592,15.152,18.513
12,1.345,13.057,16.825
14,-0.289,10.531,15.011
16,-3.047,8.843,14.158
18,-5.477,8.010,12.465
20,-8.753,4.565,9.037
22,-10.260,2.755,7.872
24,-12.154,-0.095,4.763
26,-14.959,-2.639,2.658
28,-17.128,-3.356,-0.732
30,-17.839,-6.652,-1.542
32,-19.468,-7.442,-5.569
34,-20.076,-9.951,-8.295
36,-19.711,-11.701,-9.705
38,-20.214,-13.104,-10.811
40,-19.931,-14.700,-14.244
42,-19.363,-16.591,-15.329
44,-18.076,-16.185,-16.776
46,-17.133,-16.502,-17.913
48,-15.446,-17.916,-19.092
50,-14.196,-18.305,-18.890
52,-11.600,-18.057,-19.018
54,-11.133,-16.033,-19.625
56,-7.760,-14.832,-19.277
58,-5.123,-14.777,-18.443
60,-3.605,-13.528,-17.534
62,0.120,-11.615,-14.488
64,2.372,-10.120,-13.298
66,5.164,-7.085,-11.167
68,7.737,-5.274,-10.642
70,9.665,-2.944,-7.197
72,12.205,-0.142,-5.515
74,15.781,1.948,-2.538
76,16.769,4.658,-1.380
78,18.770,5.254,2.588
80,19.607,8.334,5.023
82,21.051,10.469,6.578
84,22.545,12.270,10.275
86,22.198,13.974,11.105
88,22.459,15.031,12.993
90,21.547,17.132,15.086
92,21.311,17.947,17.636
94,20.136,18.471,17.752
96,19.385,19.519,18.851
98,19.034,20.092,21.198
100,17.099,18.548,21.623
