percent,ankle,knee,hip
0,21.173,11.694,24.958
2,19.149,13.143,24.628
4,17.276,15.594,22.806
6,16.485,15.423,21.959
8,14.626,17.164,18.276
10,11.626,19.498,17.582
12,10.666,19.211,14.360
14,7.682,20.671,12.134
16,6.322,19.233,9.122
18,3.133,19.163,4.935
20,0.074,19.527,1.549
22,-1.750,18.956,-2.117
24,-4.732,17.515,-4.677
26,-6.738,15.877,-7.731
28,-10.385,14.338,-10.288
30,-11.871,14.359,-14.228
32,-12.927,10.816,-15.441
34,-14.341,8.994,-18.342
36,-16.887,7.186,-19.476
38,-16.983,4.875,-21.627
40,-18.375,1.715,-22.068
42,-18.381,-0.715,-24.214
44,-20.091,-2.074,-25.312
46,-18.804,-4.198,-24.206
48,-18.839,-7.076,-24.711
50,-17.993,-8.627,-23.174
52,-17.204,-11.298,-22.782
54,-15.303,-13.549,-20.428
56,-15.195,-14.333,-18.969
58,-13.271,-16.092,-16.594
60,-11.109,-16.635,-14.130
62,-8.034,-18.379,-12.101
64,-6.554,-17.410,-8.244
66,-2.752,-18.765,-6.640
68,-0.096,-17.544,-2.835
70,1.890,-16.996,0.559
72,3.692,-17.842,3.746
74,6.734,-15.127,7.126
76,9.313,-15.397,10.312
78,12.217,-12.758,11.906
80,14.258,-10.749,15.927
82,15.239,-9.963,17.638
84,17.513,-8.392,19.409
86,19.638,-5.131,21.964
88,18.919,-2.755,23.375
90,20.525,-1.429,24.776
92,20.905,2.794,25.608
94,20.845,4.871,27.050
96,20.866,6.522,27.034
98,21.269,8.161,26.948
100,20.514,10.072,24.706
