percent,ankle,knee,hip
0,15.946,3.494,13.379
2,15.664,5.307,13.550
4,15.113,8.909,15.677
6,13.714,11.298,16.267
8,12.297,14.799,17.282
10,10.837,17.546,16.565
12,10.874,19.873,17.372
14,9.120,21.162,17.154
16,7.926,23.401,17.257
18,5.592,25.049,15.360
20,2.715,24.929,15.474
22,1.600,25.070,14.250
24,-0.515,26.191,11.670
26,-2.163,26.784,11.325
28,-4.621,26.031,10.278
30,-5.704,24.722,7.508
32,-8.127,22.541,5.886
34,-8.656,21.661,4.135
36,-10.256,17.921,2.153
38,-11.228,17.216,-0.254
40,-13.439,14.590,-2.900
42,-13.789,10.948,-4.920
44,-13.609,8.549,-6.205
46,-13.959,5.543,-7.707
48,-14.825,2.920,-8.155
50,-13.873,-1.179,-10.915
52,-13.139,-4.540,-11.154
54,-12.629,-6.688,-11.992
56,-13.056,-10.103,-14.181
58,-10.768,-12.573,-14.956
60,-9.140,-15.780,-14.592
62,-8.037,-17.135,-14.879
64,-7.153,-18.611,-15.445
66,-4.362,-21.936,-15.266
68,-3.869,-21.674,-13.517
70,-1.638,-22.704,-13.415
72,0.062,-23.234,-11.711
74,2.857,-24.787,-11.278
76,5.102,-23.687,-8.613
78,6.685,-24.038,-7.491
80,7.611,-22.209,-5.777
82,10.070,-21.569,-3.491
84,11.678,-18.675,-1.166
86,11.589,-16.144,0.149
88,13.415,-13.594,1.710
90,13.761,-11.171,3.362
92,14.955,-9.645,5.484
94,16.662,-6.313,7.387
96,16.753,-3.841,9.985
98,16.885,-0.900,11.635
100,15.204,3.048,13.053
