percent,ankle,knee,hip
0,2.172,15.010,26.501
2,4.500,14.427,25.716
4,4.813,13.724,25.550
6,5.885,12.968,25.092
8,8.122,12.707,23.830
10,8.108,13.184,20.391
12,9.000,10.966,19.533
14,9.624,10.190,16.623
16,10.368,9.839,13.220
18,11.230,7.253,9.926
20,10.635,7.464,7.416
22,12.032,5.238,5.365
24,10.581,3.209,1.628
26,9.871,1.806,-1.473
28,10.002,-0.577,-4.549
30,9.260,-1.635,-7.834
32,9.927,-3.740,-11.442
34,8.922,-4.186,-13.696
36,6.800,-6.947,-16.532
38,6.160,-7.607,-19.507
40,5.212,-8.565,-20.709
42,4.005,-9.953,-22.383
44,2.512,-10.148,-22.714
46,0.753,-10.658,-23.323
48,-0.476,-12.382,-25.266
50,-1.768,-11.861,-23.889
52,-2.565,-11.808,-25.369
54,-3.229,-12.905,-22.675
56,-3.861,-11.098,-22.404
58,-5.418,-10.951,-21.305
60,-7.068,-9.592,-19.161
62,-7.068,-9.817,-17.524
64,-8.612,-9.409,-15.326
66,-7.891,-7.749,-12.170
68,-8.715,-6.784,-8.347
70,-8.341,-3.977,-5.230
72,-9.952,-2.233,-2.084
74,-9.255,-0.694,1.294
76,-7.818,0.624,3.485
78,-7.854,0.989,7.224
80,-8.489,3.898,9.741
82,-6.807,4.703,12.362
84,-6.697,7.110,16.372
86,-5.981,8.818,19.365
88,-4.751,10.318,21.524
90,-3.809,10.683,22.145
92,-2.795,12.247,23.850
94,-0.143,13.389,25.461
96,1.127,13.592,26.142
98,1.900,14.628,27.682
100,3.523,14.973,27.613
