percent,ankle,knee,hip
0,15.597,22.844,11.096
2,14.024,21.847,12.256
4,11.149,21.024,12.849
6,8.531,20.650,14.234
8,6.261,20.322,14.094
10,3.998,18.790,13.489
12,1.237,18.723,15.001
14,-0.913,16.241,14.342
16,-4.667,14.122,13.358
18,-5.788,13.510,12.795
20,-8.362,9.827,12.613
22,-11.371,8.697,11.311
24,-13.961,5.189,8.898
26,-15.349,2.809,8.295
28,-15.697,-0.748,6.750
30,-17.766,-2.038,4.808
32,-17.933,-5.153,4.848
34,-18.374,-8.598,2.240
36,-18.883,-10.299,1.317
38,-20.702,-12.962,-0.181
40,-20.146,-13.396,-1.950
42,-19.255,-16.509,-3.203
44,-18.234,-17.679,-4.586
46,-16.314,-17.739,-7.700
48,-14.865,-19.217,-7.355
50,-13.739,-19.920,-9.414
52,-11.902,-19.433,-10.431
54,-10.004,-19.920,-10.299
56,-7.015,-19.415,-11.136
58,-3.398,-18.472,-11.174
60,-0.971,-17.508,-11.660
62,0.110,-16.376,-12.097
64,2.687,-15.142,-12.777
66,6.706,-12.850,-12.363
68,7.598,-10.445,-11.635
70,10.673,-7.467,-10.328
72,12.736,-5.283,-9.293
74,15.131,-3.204,-7.304
76,17.493,-1.328,-6.522
78,18.083,1.246,-6.061
80,20.662,5.491,-4.132
82,20.978,7.999,-1.387
84,21.214,10.706,0.100
86,21.998,11.960,0.749
88,21.014,14.175,3.032
90,21.077,15.793,4.620
92,20.425,18.176,6.678
94,19.029,20.338,7.748
96,18.229,21.559,8.252
98,16.411,22.059,9.667
100,15.098,21.265,10.375
