percent,ankle,knee,hip
0,25.569,18.327,29.199
2,26.415,19.618,27.915
4,27.850,22.282,25.546
6,27.252,22.677,25.240
8,27.002,23.313,22.178
10,28.438,23.572,19.241
12,26.104,24.227,17.263
14,24.800,24.767,13.973
16,24.108,24.077,11.229
18,21.201,22.204,6.649
20,18.421,21.799,3.432
22,15.934,20.617,0.477
24,14.523,17.236,-3.734
26,11.434,16.043,-7.728
28,8.267,14.093,-10.226
30,3.323,10.979,-12.549
32,0.024,9.038,-16.646
34,-3.257,5.664,-19.108
36,-5.190,3.019,-21.271
38,-9.716,-1.391,-24.087
40,-12.257,-3.738,-24.299
42,-15.940,-6.742,-26.821
44,-16.753,-8.807,-25.964
46,-19.100,-11.500,-26.590
48,-21.829,-14.904,-27.028
50,-23.476,-16.486,-27.271
52,-24.151,-17.940,-26.299
54,-24.946,-20.168,-24.525
56,-26.419,-22.013,-22.309
58,-25.524,-22.159,-19.371
60,-24.617,-22.338,-17.657
62,-24.502,-21.896,-14.623
64,-24.092,-22.098,-12.500
66,-22.376,-21.712,-8.236
68,-19.354,-20.749,-4.535
70,-16.727,-20.183,-0.995
72,-15.490,-18.239,1.144
74,-10.909,-15.522,6.088
76,-8.410,-14.778,8.295
78,-4.878,-11.363,13.209
80,-2.043,-9.497,14.891
82,0.960,-5.613,18.687
84,4.251,-2.609,20.942
86,7.108,-0.420,24.245
88,11.045,2.193,25.144
90,13.969,6.260,27.312
92,16.842,7.714,28.483
94,20.677,10.238,29.460
96,22.003,14.399,29.993
98,23.315,16.782,29.930
100,25.759,18.489,28.941
