percent,ankle,knee,hip
0,10.735,12.307,16.865
2,13.376,15.143,15.393
4,16.395,16.752,14.608
6,17.050,18.034,12.066
8,20.383,19.990,10.257
10,21.503,19.953,9.830
12,23.183,20.350,7.308
14,25.152,21.303,4.916
16,24.857,20.959,2.293
18,25.131,20.530,-0.593
20,25.321,19.988,-2.463
22,24.781,18.183,-6.184
24,25.306,16.059,-7.429
26,24.036,14.241,-9.672
28,22.225,14.319,-10.716
30,20.819,11.340,-13.171
32,18.251,9.171,-15.267
34,16.201,7.668,-15.818
36,12.746,4.430,-16.671
38,10.994,2.484,-18.656
40,7.621,0.573,-17.451
42,5.323,-3.089,-17.757
44,0.812,-4.583,-18.146
46,-1.329,-7.945,-17.499
48,-5.666,-8.701,-17.329
50,-7.126,-10.767,-15.325
52,-11.429,-13.535,-15.082
54,-13.844,-15.568,-11.932
56,-16.673,-15.563,-10.475
58,-17.619,-17.827,-9.403
60,-20.401,-18.607,-6.760
62,-22.234,-18.916,-4.106
64,-23.565,-17.600,-1.830
66,-23.009,-18.484,0.565
68,-24.321,-16.925,2.176
70,-23.963,-17.434,5.252
72,-23.419,-15.932,7.331
74,-22.423,-14.863,9.821
76,-22.197,-13.168,12.260
78,-20.417,-10.930,13.376
80,-19.182,-8.780,15.242
82,-15.981,-6.933,15.958
84,-14.839,-5.859,18.330
86,-10.657,-2.909,18.994
88,-9.409,-0.823,20.298
90,-5.558,2.776,19.855
92,-3.076,4.024,19.996
94,0.287,7.159,20.775
96,4.213,9.413,20.532
98,7.447,10.436,19.207
100,9.127,12.413,18.309
