percent,ankle,knee,hip
0,14.071,27.699,18.510
2,15.871,26.492,18.332
4,16.428,24.205,17.943
6,17.970,22.037,18.140
8,18.001,19.029,17.976
10,20.259,16.630,15.564
12,19.272,13.728,14.988
14,19.910,9.738,14.201
16,19.593,7.737,12.329
18,17.545,3.425,10.588
20,17.764,-0.865,8.232
22,15.751,-4.611,5.818
24,15.664,-7.593,4.124
26,12.220,-11.051,1.701
28,10.501,-13.491,-0.326
30,8.482,-17.461,-3.500
32,7.801,-18.762,-5.486
34,3.836,-21.539,-6.878
36,2.419,-23.835,-8.791
38,0.604,-25.076,-11.266
40,-1.314,-25.087,-12.733
42,-5.448,-26.679,-14.440
44,-7.301,-26.583,-13.900
46,-9.638,-27.438,-16.007
48,-10.100,-26.840,-17.183
50,-11.779,-24.512,-16.685
52,-13.433,-23.655,-16.566
54,-15.037,-21.418,-16.289
56,-16.131,-19.652,-16.510
58,-15.973,-18.198,-14.852
60,-16.798,-15.163,-13.299
62,-16.923,-10.633,-13.512
64,-18.110,-9.048,-10.606
66,-17.500,-5.386,-8.852
68,-16.452,-0.770,-7.274
70,-16.033,2.248,-5.807
72,-13.152,5.383,-3.130
74,-11.946,9.310,-1.186
76,-10.969,11.937,0.048
78,-9.110,16.454,2.768
80,-7.912,19.376,5.479
82,-5.477,21.298,6.490
84,-2.953,23.173,10.249
86,-0.815,24.666,11.039
88,2.588,27.853,13.315
90,4.503,27.543,13.872
92,7.254,29.045,16.348
94,9.682,28.358,17.659
96,10.466,29.355,18.358
98,13.590,29.183,17.586
100,14.664,27.931,17.861
