percent,ankle,knee,hip
0,25.168,18.000,15.708
2,24.681,18.021,15.126
4,26.339,19.253,13.016
6,25.801,18.467,12.350
8,25.789,19.378,9.960
10,26.735,17.927,7.665
12,26.176,17.904,5.467
14,23.399,16.958,4.521
16,23.149,16.236,1.995
18,19.912,14.955,-0.209
20,18.329,12.834,-3.069
22,15.834,9.567,-4.493
24,12.746,8.940,-7.313
26,10.904,5.961,-8.818
28,7.725,4.024,-9.667
30,3.209,1.941,-12.398
32,-0.352,0.317,-13.617
34,-3.537,-2.317,-14.157
36,-6.389,-3.725,-14.719
38,-8.828,-6.557,-16.339
40,-12.243,-9.008,-15.224
42,-14.553,-9.810,-16.324
44,-17.626,-11.282,-15.686
46,-19.398,-13.510,-16.070
48,-21.768,-14.360,-14.923
50,-21.744,-15.575,-14.230
52,-23.742,-15.697,-12.896
54,-25.140,-16.152,-10.843
56,-25.115,-17.222,-9.198
58,-25.062,-17.790,-8.672
60,-24.379,-16.244,-5.788
62,-23.154,-16.220,-3.972
64,-22.914,-15.226,-1.780
66,-21.034,-14.319,0.099
68,-19.428,-12.968,2.040
70,-16.513,-10.332,4.737
72,-13.495,-8.634,7.366
74,-11.405,-6.659,9.727
76,-8.905,-4.367,10.026
78,-5.683,-2.005,13.020
80,-0.889,-0.926,14.029
82,1.963,1.322,15.280
84,4.369,4.268,15.744
86,7.086,6.414,17.646
88,10.993,9.480,17.820
90,14.516,10.449,18.662
92,15.986,13.057,17.966
94,19.089,13.271,17.652
96,20.250,14.718,17.623
98,23.373,17.005,16.534
100,24.648,16.797,16.753
