percent,ankle,knee,hip
0,5.162,4.328,8.979
2,7.264,6.328,10.163
4,8.636,8.631,11.079
6,9.813,10.490,12.148
8,12.472,12.184,14.001
10,13.186,12.242,15.685
12,14.305,14.256,15.331
14,16.579,14.638,15.840
16,16.053,16.589,15.736
18,17.678,15.896,16.692
20,17.462,17.114,16.925
22,18.740,17.316,14.856
24,17.886,17.637,13.718
26,16.841,16.302,13.424
28,16.099,16.078,12.715
30,15.928,15.498,12.006
32,13.648,12.749,8.929
34,12.070,12.829,7.785
36,10.891,9.980,5.762
38,8.546,8.718,5.422
40,6.853,6.141,2.199
42,4.945,6.147,1.614
44,3.930,3.712,-1.450
46,1.759,0.554,-2.038
48,-0.501,-1.261,-4.606
50,-2.413,-2.132,-5.971
52,-4.130,-4.727,-7.894
54,-7.320,-6.462,-10.541
56,-8.737,-8.999,-11.230
58,-9.508,-9.194,-11.283
60,-12.024,-10.691,-12.796
62,-13.589,-12.938,-13.944
64,-13.106,-12.593,-13.447
66,-14.791,-14.656,-14.500
68,-15.447,-13.976,-14.619
70,-15.671,-14.801,-13.698
72,-15.087,-14.393,-13.091
74,-15.728,-14.979,-13.312
76,-15.223,-13.776,-11.672
78,-14.670,-13.766,-10.993
80,-12.522,-11.875,-10.203
82,-12.651,-10.786,-8.065
84,-10.342,-9.928,-5.363
86,-8.924,-7.750,-4.319
88,-7.448,-7.742,-1.607
90,-5.429,-4.117,-1.021
92,-3.324,-4.065,1.680
94,-1.111,-1.258,2.852
96,0.430,0.012,5.913
98,3.610,2.754,7.483
100,5.055,4.030,9.338
