percent,ankle,knee,hip
0,27.268,14.553,23.970
2,27.710,13.147,23.177
4,24.481,12.157,23.181
6,23.619,11.914,22.117
8,21.809,10.878,21.573
10,18.710,7.692,21.331
12,15.202,6.239,18.419
14,12.903,5.509,16.711
16,8.781,3.377,14.558
18,4.616,1.673,13.301
20,1.894,-0.259,9.378
22,-2.732,-2.367,7.673
24,-5.840,-3.407,5.242
26,-8.104,-5.623,0.682
28,-11.459,-6.727,-0.258
30,-15.101,-8.747,-4.799
32,-18.819,-9.780,-6.332
34,-21.223,-10.612,-9.258
36,-22.729,-11.327,-11.018
38,-24.634,-11.664,-14.085
40,-24.896,-12.844,-16.684
42,-25.894,-12.240,-17.199
44,-26.954,-13.471,-19.320
46,-26.832,-13.290,-20.329
48,-27.162,-13.308,-21.171
50,-25.314,-11.945,-21.965
52,-24.524,-11.588,-21.716
54,-23.500,-11.038,-20.810
56,-20.683,-8.450,-20.449
58,-18.896,-8.495,-20.335
60,-16.698,-6.731,-18.215
62,-14.027,-4.276,-17.472
64,-10.964,-4.011,-14.710
66,-5.830,-1.689,-12.849
68,-3.973,0.418,-10.335
70,-0.274,1.367,-7.560
72,3.967,3.737,-5.021
74,8.233,5.761,-2.196
76,10.389,7.599,1.337
78,14.990,8.260,2.368
80,16.805,9.250,5.768
82,20.375,10.492,8.270
84,23.232,12.202,11.060
86,23.873,13.445,13.669
88,26.775,13.102,15.818
90,27.280,15.465,17.759
92,28.700,15.598,18.924
94,29.002,15.131,22.142
96,30.068,13.980,22.977
98,28.456,15.561,23.325
100,28.955,13.148,23.739
