percent,ankle,knee,hip
0,15.103,25.216,5.725
2,11.315,25.655,7.785
4,10.132,23.717,10.676
6,6.846,21.509,12.679
8,4.643,19.529,15.025
10,0.317,17.832,14.747
12,-2.359,15.440,17.150
14,-5.344,11.578,18.062
16,-7.178,9.897,19.195
18,-9.615,6.117,19.528
20,-12.084,2.559,19.963
22,-13.708,0.341,18.974
24,-15.726,-3.497,18.254
26,-18.037,-5.111,18.643
28,-18.597,-8.331,16.665
30,-20.203,-11.202,15.351
32,-21.338,-15.167,14.221
34,-20.816,-16.950,13.071
36,-22.495,-18.543,10.835
38,-21.681,-20.529,7.678
40,-20.703,-22.773,6.193
42,-19.357,-23.130,4.581
44,-17.136,-24.660,2.909
46,-17.348,-24.566,-0.862
48,-14.341,-24.257,-1.595
50,-12.009,-23.425,-4.937
52,-10.418,-21.672,-5.747
54,-8.246,-21.667,-8.859
56,-3.881,-20.559,-10.192
58,-1.477,-17.884,-12.902
60,0.121,-15.116,-13.807
62,4.151,-13.803,-15.120
64,6.364,-10.766,-16.250
66,10.062,-7.336,-16.416
68,12.692,-4.683,-15.936
70,14.176,-2.030,-17.023
72,15.963,2.679,-17.282
74,18.440,4.315,-16.665
76,19.844,7.515,-16.586
78,21.144,11.449,-15.640
80,22.691,13.056,-13.218
82,22.578,16.514,-11.090
84,24.084,19.295,-10.293
86,23.838,21.051,-8.772
88,22.489,21.648,-7.522
90,23.116,24.802,-4.024
92,22.026,25.459,-3.195
94,21.041,25.481,0.326
96,19.402,26.235,1.967
98,16.468,26.470,3.878
100,14.079,25.617,6.748
