percent,ankle,knee,hip
0,12.284,8.760,16.008
2,11.208,9.929,13.751
4,9.859,12.984,12.261
6,9.443,14.035,10.032
8,7.470,16.771,6.743
10,5.351,18.228,4.899
12,4.293,20.658,2.483
14,2.624,21.206,-0.413
16,1.915,21.156,-2.874
18,-0.863,21.882,-5.184
20,-2.750,22.811,-6.687
22,-3.653,23.084,-10.532
24,-5.581,21.841,-11.345
26,-6.592,20.805,-13.982
28,-8.909,19.682,-15.926
30,-9.909,18.293,-16.671
32,-9.836,15.760,-18.538
34,-10.949,14.428,-18.418
36,-12.022,13.185,-19.143
38,-12.908,10.273,-19.576
40,-11.551,7.502,-19.411
42,-11.887,5.151,-18.176
44,-12.742,2.310,-17.763
46,-12.631,-0.548,-16.993
48,-11.337,-3.166,-16.596
50,-11.030,-5.131,-13.177
52,-9.537,-9.124,-13.128
54,-8.167,-10.881,-9.567
56,-7.168,-13.122,-8.049
58,-5.886,-15.578,-4.664
60,-4.962,-15.705,-2.818
62,-1.813,-18.575,-0.623
64,-1.232,-18.228,0.971
66,1.470,-20.741,4.730
68,2.072,-21.380,7.591
70,4.347,-19.837,9.137
72,5.008,-20.616,12.341
74,8.250,-20.018,13.906
76,9.458,-18.137,15.443
78,10.833,-17.587,16.450
80,10.443,-15.548,18.761
82,11.482,-13.821,19.921
84,12.869,-11.730,20.527
86,14.173,-10.757,20.472
88,14.546,-7.180,20.910
90,13.698,-5.169,22.171
92,14.461,-1.854,20.111
94,14.917,0.597,19.729
96,13.320,2.396,18.735
98,12.464,5.117,18.455
100,12.341,7.989,16.791
