percent,ankle,knee,hip
0,12.254,12.865,10.759
2,14.078,14.892,12.162
4,15.772,15.125,14.400
6,16.065,17.266,18.710
8,17.571,17.695,20.028
10,18.652,16.506,21.882
12,20.217,17.851,23.557
14,20.997,17.597,24.991
16,20.412,18.197,24.152
18,20.974,16.587,25.480
20,20.104,15.116,25.593
22,20.031,13.891,25.617
24,19.620,12.586,23.852
26,16.866,12.843,23.042
28,16.428,9.847,20.710
30,13.244,8.187,19.483
32,11.950,5.888,16.979
34,9.813,4.795,14.880
36,8.405,2.645,13.423
38,5.205,0.925,9.143
40,1.767,-1.576,7.943
42,-0.748,-3.484,4.418
44,-2.375,-5.985,0.071
46,-5.683,-6.829,-2.216
48,-7.247,-9.706,-6.073
50,-9.800,-11.690,-7.171
52,-12.398,-12.903,-11.470
54,-13.494,-13.994,-13.460
56,-14.173,-14.999,-15.347
58,-16.271,-14.446,-17.836
60,-17.718,-15.576,-19.674
62,-18.927,-14.703,-20.938
64,-19.276,-15.409,-22.350
66,-19.263,-14.901,-22.179
68,-18.020,-15.496,-24.145
70,-18.047,-14.635,-22.710
72,-16.857,-12.811,-23.621
74,-15.671,-10.775,-22.380
76,-15.205,-9.054,-21.430
78,-13.560,-8.581,-18.917
80,-12.420,-5.814,-16.844
82,-10.666,-5.127,-15.552
84,-8.755,-2.815,-13.404
86,-5.710,-1.355,-10.375
88,-2.539,1.812,-8.599
90,-1.613,3.002,-4.060
92,2.645,6.696,-1.263
94,4.115,7.589,1.581
96,6.386,10.086,3.526
98,9.486,10.722,7.236
100,11.779,13.015,10.139
