percent,ankle,knee,hip
0,27.763,22.934,11.577
2,27.659,21.093,10.608
4,28.271,21.257,10.516
6,28.588,21.035,9.674
8,28.078,20.181,8.407
10,27.086,18.119,7.715
12,26.661,15.648,6.712
14,24.939,14.184,5.272
16,22.621,11.984,4.544
18,20.461,8.898,3.491
20,17.381,6.855,1.056
22,15.127,4.962,0.663
24,11.700,1.818,-1.857
26,7.407,-0.646,-3.396
28,4.543,-2.390,-4.238
30,1.497,-5.822,-4.208
32,-2.392,-8.759,-5.992
34,-5.802,-9.722,-7.785
36,-9.024,-13.430,-8.215
38,-13.079,-14.951,-9.446
40,-14.551,-17.227,-9.698
42,-17.073,-17.339,-8.828
44,-20.476,-17.970,-8.812
46,-22.877,-19.813,-9.073
48,-24.099,-20.971,-10.552
50,-25.002,-19.735,-9.532
52,-27.166,-19.266,-9.430
54,-26.934,-19.900,-8.433
56,-26.827,-19.564,-8.505
58,-27.413,-16.687,-7.282
60,-24.751,-16.561,-6.302
62,-24.661,-14.574,-5.442
64,-22.074,-13.053,-2.809
66,-19.695,-10.723,-2.998
68,-18.027,-8.121,0.206
70,-16.380,-4.486,0.941
72,-13.280,-3.682,1.777
74,-9.445,0.344,3.736
76,-5.365,2.916,5.284
78,-3.050,4.942,6.030
80,1.027,7.856,7.346
82,4.524,9.271,7.544
84,7.536,12.514,8.116
86,12.038,13.941,10.217
88,14.511,17.524,10.169
90,17.613,18.721,10.674
92,20.380,19.566,10.747
94,22.029,20.459,10.981
96,23.749,21.695,11.651
98,26.509,21.396,11.009
100,27.352,21.531,12.175
