percent,ankle,knee,hip
0,12.520,1.481,14.039
2,13.531,4.304,14.238
4,12.889,6.182,13.773
6,13.300,8.393,12.796
8,13.071,11.584,11.555
10,13.442,14.193,9.851
12,12.977,15.851,9.978
14,13.380,17.092,7.871
16,11.840,19.264,6.335
18,11.468,20.742,4.347
20,10.750,20.513,3.157
22,8.704,22.156,0.239
24,7.690,21.857,-1.111
26,6.057,22.676,-2.619
28,4.887,21.565,-3.006
30,4.066,20.029,-6.552
32,2.796,20.061,-7.739
34,1.267,17.965,-8.698
36,-0.609,17.206,-9.892
38,-2.036,14.379,-11.275
40,-3.755,13.072,-11.295
42,-5.497,11.029,-12.639
44,-6.797,8.050,-12.543
46,-7.209,6.416,-12.052
48,-8.586,2.902,-12.791
50,-10.114,-0.145,-12.173
52,-11.624,-2.051,-11.710
54,-12.191,-3.397,-11.595
56,-12.032,-6.404,-10.113
58,-11.386,-9.278,-10.639
60,-11.556,-10.856,-8.840
62,-11.016,-13.610,-7.866
64,-10.502,-15.095,-6.725
66,-10.947,-16.201,-4.782
68,-10.203,-18.628,-3.574
70,-9.241,-18.398,-0.247
72,-6.934,-19.250,-0.128
74,-5.973,-19.319,2.938
76,-4.260,-19.679,3.737
78,-2.946,-20.176,6.565
80,-2.456,-18.954,7.198
82,-0.577,-16.953,9.611
84,2.077,-17.003,10.937
86,2.275,-15.370,11.115
88,4.867,-12.551,11.996
90,5.960,-10.602,12.909
92,8.381,-7.999,13.798
94,8.720,-6.992,14.014
96,10.179,-5.001,15.340
98,12.030,-0.987,14.394
100,12.620,1.747,14.256
