percent,ankle,knee,hip
0,11.484,12.807,9.198
2,12.318,10.967,10.621
4,13.761,8.950,10.067
6,15.705,7.984,11.835
8,16.262,5.275,12.056
10,17.998,2.550,12.424
12,18.813,0.007,12.808
14,18.909,-1.697,11.813
16,17.595,-3.792,11.700
18,18.191,-6.201,11.977
20,17.900,-9.419,9.981
22,15.937,-9.762,9.434
24,15.649,-12.405,8.717
26,14.861,-13.409,7.503
28,13.839,-14.363,6.841
30,10.491,-16.071,6.093
32,9.614,-17.691,5.046
34,6.825,-18.171,3.039
36,5.359,-18.438,0.633
38,2.699,-17.199,0.173
40,0.993,-17.293,-1.564
42,-0.461,-17.339,-3.147
44,-3.171,-15.550,-4.425
46,-4.436,-15.528,-4.569
48,-7.471,-12.763,-5.445
50,-9.940,-11.199,-7.863
52,-11.016,-9.505,-7.371
54,-11.186,-6.853,-9.426
56,-13.455,-6.336,-9.523
58,-14.715,-2.186,-8.807
60,-15.099,-0.113,-9.890
62,-16.462,2.090,-10.658
64,-16.275,3.343,-9.118
66,-15.305,6.404,-8.929
68,-15.432,8.071,-8.046
70,-15.356,10.580,-9.234
72,-14.359,13.580,-8.016
74,-12.926,13.649,-6.520
76,-13.149,15.783,-6.237
78,-11.381,17.712,-4.109
80,-8.361,18.691,-3.493
82,-7.419,19.112,-1.975
84,-4.929,18.862,-0.338
86,-3.100,20.567,1.205
88,-0.684,19.021,1.288
90,-0.126,18.598,3.290
92,3.403,18.365,4.819
94,5.773,18.491,5.482
96,7.398,15.685,6.741
98,8.964,15.622,7.889
100,11.950,14.273,9.870
