percent,ankle,knee,hip
0,10.005,25.232,26.253
2,11.862,25.189,26.633
4,12.404,25.592,26.966
6,13.909,25.357,27.481
8,13.012,26.108,25.799
10,13.700,26.563,24.223
12,15.498,23.741,23.860
14,14.723,22.671,21.075
16,14.328,22.381,20.133
18,13.684,19.902,18.283
20,13.557,18.232,15.220
22,13.383,15.451,11.225
24,12.545,12.620,8.928
26,11.509,9.933,5.050
28,9.627,6.424,2.665
30,8.821,2.508,-0.535
32,5.616,0.592,-3.511
34,5.749,-2.540,-6.368
36,3.157,-6.550,-10.983
38,0.693,-8.649,-13.757
40,0.679,-12.777,-16.738
42,-2.723,-15.319,-17.577
44,-3.890,-16.347,-19.486
46,-5.679,-18.835,-22.005
48,-5.609,-20.576,-23.674
50,-8.810,-23.080,-23.714
52,-8.299,-23.579,-25.560
54,-9.342,-23.501,-24.140
56,-11.434,-24.336,-25.604
58,-11.161,-24.691,-23.254
60,-12.953,-22.931,-22.480
62,-13.243,-23.601,-21.146
64,-11.783,-20.851,-20.000
66,-12.509,-19.900,-18.596
68,-11.096,-16.958,-15.063
70,-12.096,-14.970,-13.646
72,-11.666,-12.863,-10.433
74,-9.621,-9.326,-7.539
76,-9.064,-7.355,-4.327
78,-8.401,-5.004,-0.314
80,-5.415,-2.005,2.357
82,-3.960,1.497,6.849
84,-3.378,5.869,8.479
86,-1.880,7.598,13.258
88,0.476,11.241,14.869
90,2.990,13.555,17.124
92,3.463,16.119,19.965
94,5.569,19.320,23.143
96,7.508,20.758,24.256
98,8.114,23.506,25.024
100,9.011,23.563,26.926
