percent,ankle,knee,hip
0,25.431,7.493,20.093
2,23.910,8.289,20.269
4,21.650,9.263,19.292
6,19.685,11.671,18.266
8,17.898,12.335,18.599
10,15.331,12.628,16.147
12,12.835,13.400,14.681
14,8.578,13.762,13.678
16,5.571,13.969,11.112
18,4.297,14.937,8.517
20,-0.280,14.309,5.748
22,-2.923,13.371,3.561
24,-5.601,13.720,1.764
26,-9.560,12.169,-2.106
28,-12.155,12.521,-3.967
30,-13.454,9.833,-7.352
32,-15.984,9.647,-7.901
34,-18.897,7.650,-10.839
36,-19.867,7.097,-13.285
38,-22.589,4.038,-15.024
40,-23.406,3.789,-16.233
42,-23.731,2.067,-17.652
44,-23.714,-0.045,-17.904
46,-24.821,-0.994,-18.672
48,-22.699,-2.987,-19.722
50,-22.558,-4.155,-19.061
52,-20.591,-7.289,-19.345
54,-18.949,-8.051,-17.371
56,-17.448,-9.745,-17.034
58,-15.487,-9.272,-16.252
60,-13.863,-10.640,-15.308
62,-10.506,-11.670,-13.166
64,-7.957,-12.260,-10.861
66,-5.414,-12.118,-9.415
68,-0.645,-12.070,-6.032
70,2.539,-11.903,-4.066
72,4.593,-12.199,-1.854
74,7.312,-10.654,0.262
76,10.319,-9.754,4.547
78,13.512,-9.331,5.580
80,16.062,-7.700,8.526
82,19.319,-8.276,11.317
84,21.226,-5.587,13.497
86,23.029,-4.980,14.913
88,24.977,-2.386,16.496
90,24.162,-0.300,17.007
92,25.305,-0.109,18.266
94,25.806,1.745,20.999
96,26.796,3.088,20.474
98,26.389,5.655,20.799
100,24.937,6.870,20.601
