percent,ankle,knee,hip
0,29.088,9.662,2.195
2,28.653,10.939,2.200
4,27.864,14.059,4.327
6,28.188,14.971,4.886
8,27.236,17.705,6.752
10,25.780,18.682,6.955
12,23.774,18.356,8.292
14,21.784,20.241,9.127
16,19.202,21.332,9.491
18,15.103,20.537,11.124
20,13.505,21.611,10.678
22,9.128,19.979,12.058
24,5.479,18.975,11.278
26,2.760,19.024,10.557
28,-0.433,16.571,11.246
30,-4.968,15.900,10.894
32,-7.964,13.427,10.743
34,-11.805,13.089,9.306
36,-13.984,9.402,8.466
38,-17.399,7.220,8.158
40,-19.643,4.321,6.196
42,-21.559,2.438,4.785
44,-24.073,-0.398,3.465
46,-24.418,-2.214,3.064
48,-26.678,-4.868,0.970
50,-26.364,-7.555,0.819
52,-27.437,-9.514,-0.982
54,-26.403,-11.548,-2.589
56,-25.484,-12.344,-4.013
58,-25.490,-14.917,-5.181
60,-22.941,-16.813,-5.984
62,-21.369,-18.229,-7.340
64,-18.556,-18.681,-6.836
66,-16.251,-18.988,-8.331
68,-14.269,-18.222,-8.113
70,-11.808,-18.139,-8.162
72,-8.236,-19.371,-8.745
74,-4.232,-18.002,-9.417
76,-0.769,-16.148,-8.872
78,3.846,-16.047,-8.323
80,7.117,-13.735,-9.426
82,10.682,-11.258,-8.168
84,12.158,-11.100,-8.092
86,16.060,-7.382,-7.300
88,18.808,-5.348,-4.618
90,20.866,-4.195,-4.078
92,24.142,-1.417,-2.851
94,26.033,0.810,-2.820
96,26.095,4.368,-1.415
98,27.621,5.962,0.460
100,28.923,9.001,1.695
