percent,ankle,knee,hip
0,23.557,8.167,14.537
2,24.727,10.314,13.482
4,25.309,11.335,13.020
6,24.339,10.191,12.076
8,25.237,10.670,10.205
10,24.006,11.834,6.916
12,23.083,11.459,5.485
14,22.389,10.381,4.167
16,20.600,10.326,1.373
18,17.934,10.692,-0.297
20,16.220,9.854,-2.127
22,12.578,8.795,-5.866
24,10.745,7.000,-6.581
26,7.281,6.043,-8.324
28,5.391,5.181,-10.619
30,1.517,4.227,-11.887
32,-1.268,2.371,-13.549
34,-4.982,2.864,-13.929
36,-6.120,-0.238,-15.538
38,-9.336,0.150,-14.884
40,-11.524,-1.090,-15.242
42,-14.024,-2.602,-15.876
44,-17.199,-4.307,-16.032
46,-18.780,-6.182,-14.560
48,-20.261,-6.447,-15.260
50,-21.690,-7.607,-14.435
52,-23.218,-7.829,-13.167
54,-22.393,-8.166,-11.725
56,-23.329,-9.409,-8.386
58,-22.761,-9.836,-7.071
60,-21.892,-9.307,-5.643
62,-20.301,-8.513,-3.316
64,-19.920,-9.718,-0.419
66,-19.002,-8.488,1.767
68,-15.198,-7.941,3.438
70,-14.365,-7.080,4.824
72,-11.255,-7.554,6.208
74,-9.638,-4.893,8.719
76,-6.164,-5.546,10.942
78,-3.941,-3.022,12.446
80,-0.797,-2.017,14.664
82,3.077,-1.161,16.165
84,6.557,0.562,16.552
86,9.559,0.604,17.920
88,11.203,3.245,17.418
90,14.671,3.544,18.185
92,17.373,5.880,17.355
94,19.565,7.157,17.088
96,21.557,7.405,17.945
98,21.927,7.576,15.651
100,23.492,8.129,15.395
