percent,ankle,knee,hip
0,14.836,14.208,8.924
2,13.429,16.330,11.044
4,11.276,18.914,10.384
6,10.052,21.326,12.299
8,8.599,23.412,11.806
10,8.465,26.120,12.489
12,6.798,27.026,11.722
14,3.643,27.972,12.964
16,3.326,28.234,12.108
18,0.234,28.194,12.597
20,-1.200,28.167,11.644
22,-3.547,27.478,9.846
24,-4.261,26.051,10.286
26,-5.806,23.318,9.192
28,-7.147,21.421,7.265
30,-8.621,19.107,5.523
32,-10.420,16.575,4.134
34,-11.000,13.713,2.155
36,-11.556,11.738,2.152
38,-13.786,8.809,0.184
40,-13.509,4.915,-1.274
42,-14.567,1.337,-3.369
44,-12.660,-2.532,-4.883
46,-14.195,-4.110,-5.544
48,-13.649,-8.338,-5.483
50,-12.525,-12.169,-8.301
52,-11.703,-13.758,-8.412
54,-10.691,-17.465,-8.681
56,-8.233,-18.600,-9.154
58,-8.327,-21.770,-11.117
60,-6.404,-23.323,-11.024
62,-4.169,-24.225,-9.619
64,-2.401,-25.492,-10.696
66,-0.798,-26.238,-9.794
68,2.257,-26.094,-10.455
70,4.163,-26.208,-8.891
72,4.336,-25.811,-8.940
74,7.351,-24.206,-6.887
76,9.179,-22.228,-6.464
78,10.241,-20.320,-5.867
80,10.594,-18.469,-3.235
82,12.537,-14.910,-1.545
84,14.304,-13.304,-1.607
86,14.350,-9.295,1.336
88,14.564,-6.842,1.709
90,15.678,-3.203,3.018
92,15.422,-0.320,4.848
94,16.311,3.626,5.195
96,15.238,6.371,7.427
98,14.481,9.763,8.103
100,13.526,14.410,10.275
