percent,ankle,knee,hip
0,22.572,7.581,26.299
2,20.165,11.241,25.287
4,20.164,13.759,23.486
6,18.287,16.014,22.957
8,15.880,19.016,19.026
10,14.125,22.155,17.848
12,11.343,25.485,14.097
14,9.594,26.019,11.421
16,5.960,28.535,8.458
18,3.630,30.176,5.559
20,0.219,30.095,2.405
22,-2.129,29.224,-1.418
24,-3.837,29.901,-5.420
26,-6.360,28.224,-7.391
28,-8.926,27.435,-11.956
30,-13.085,27.041,-14.140
32,-13.775,25.019,-16.697
34,-16.975,22.257,-19.781
36,-17.023,18.939,-21.036
38,-19.686,15.664,-22.679
40,-20.263,13.799,-24.588
42,-20.088,10.490,-26.298
44,-20.280,5.619,-25.090
46,-21.052,2.676,-26.850
48,-19.825,-1.053,-26.517
50,-19.171,-5.426,-25.268
52,-18.260,-8.942,-24.415
54,-18.544,-12.354,-23.110
56,-16.078,-14.031,-20.460
58,-14.782,-16.868,-17.594
60,-11.328,-19.831,-15.970
62,-8.765,-22.147,-12.406
64,-7.685,-24.850,-9.643
66,-5.330,-26.345,-6.071
68,-1.242,-27.956,-2.795
70,1.010,-27.077,1.016
72,4.121,-27.514,4.492
74,6.768,-27.635,7.379
76,9.237,-27.036,10.292
78,11.647,-26.659,12.402
80,14.714,-25.377,16.300
82,15.681,-22.579,18.291
84,17.273,-20.696,21.247
86,19.472,-17.261,22.603
88,22.011,-13.470,24.182
90,22.276,-11.736,25.815
92,22.448,-8.656,28.005
94,23.200,-3.339,27.033
96,24.017,-0.062,28.176
98,23.282,2.646,28.439
100,22.137,7.229,26.412
