percent,ankle,knee,hip
0,7.669,20.530,15.304
2,6.574,20.620,16.525
4,6.824,18.918,16.635
6,4.057,17.490,17.689
8,2.437,14.948,15.897
10,1.693,11.908,16.753
12,-0.218,9.407,15.150
14,-1.319,6.801,13.682
16,-2.589,4.398,13.079
18,-4.110,1.415,12.472
20,-4.720,-0.059,10.198
22,-5.199,-2.761,8.785
24,-6.222,-6.496,7.337
26,-6.929,-8.561,3.970
28,-8.409,-10.946,3.644
30,-9.983,-14.081,0.150
32,-9.570,-15.358,-2.092
34,-9.265,-16.719,-3.216
36,-9.436,-18.800,-5.883
38,-9.377,-19.631,-7.766
40,-10.758,-20.765,-7.683
42,-8.790,-21.392,-10.458
44,-7.958,-20.328,-10.934
46,-7.276,-20.572,-12.298
48,-8.071,-19.608,-12.602
50,-5.482,-19.029,-14.105
52,-4.986,-18.459,-13.977
54,-3.926,-17.414,-15.523
56,-3.104,-14.758,-15.534
58,-2.302,-13.004,-15.231
60,0.021,-10.133,-13.147
62,2.013,-9.019,-13.107
64,2.256,-5.346,-12.522
66,3.402,-2.552,-11.177
68,4.703,-1.120,-10.543
70,5.808,1.970,-7.410
72,8.551,4.996,-6.710
74,9.472,7.203,-5.224
76,9.946,10.656,-3.438
78,10.569,12.078,0.064
80,10.537,14.880,2.098
82,12.554,16.657,3.813
84,12.007,18.707,5.760
86,12.444,21.110,6.806
88,11.488,21.856,8.821
90,10.935,23.019,11.154
92,11.316,21.850,12.028
94,10.364,22.610,12.815
96,9.505,22.689,13.753
98,9.168,22.684,16.104
100,7.707,21.758,15.294
