percent,ankle,knee,hip
0,2.348,16.174,11.365
2,5.130,18.701,12.916
4,7.947,20.848,14.617
6,11.526,23.087,16.097
8,14.580,26.195,18.752
10,18.699,27.265,20.001
12,21.098,28.344,19.797
14,22.635,30.211,22.169
16,26.299,31.016,21.901
18,26.078,30.909,21.127
20,28.633,30.302,22.177
22,29.743,28.703,20.290
24,29.367,26.184,20.950
26,28.378,24.356,19.769
28,29.048,23.097,17.207
30,27.348,20.973,14.516
32,25.674,18.162,14.289
34,24.527,13.515,10.354
36,21.516,11.262,8.772
38,19.821,6.829,7.431
40,17.601,4.630,3.722
42,12.893,0.349,1.447
44,11.471,-2.776,-0.499
46,6.763,-7.522,-3.487
48,2.915,-11.498,-5.498
50,1.012,-13.162,-8.807
52,-3.214,-17.077,-11.764
54,-6.171,-20.414,-13.018
56,-11.170,-21.295,-14.664
58,-12.660,-24.978,-16.867
60,-15.698,-25.302,-18.240
62,-18.128,-26.406,-19.635
64,-20.530,-28.692,-18.783
66,-23.022,-28.920,-20.492
68,-25.567,-27.339,-19.247
70,-26.566,-27.071,-19.018
72,-27.804,-27.428,-19.090
74,-27.490,-24.074,-18.713
76,-27.982,-22.898,-15.792
78,-25.752,-20.273,-15.099
80,-25.989,-17.472,-14.200
82,-25.022,-16.397,-10.878
84,-22.169,-11.766,-9.981
86,-19.518,-9.274,-7.204
88,-17.289,-6.412,-3.576
90,-15.448,-2.657,-1.489
92,-10.956,1.400,0.352
94,-8.864,6.218,2.693
96,-5.897,9.349,5.881
98,-0.791,12.114,8.962
100,2.314,15.023,10.485
