percent,ankle,knee,hip
0,28.634,21.997,2.228
2,28.781,21.834,4.178
4,29.499,21.188,6.855
6,27.876,20.948,8.536
8,25.872,20.301,10.310
10,24.676,18.983,11.557
12,22.136,16.925,12.397
14,19.383,15.566,12.719
16,16.845,13.003,13.056
18,14.744,10.984,14.539
20,11.261,10.026,15.007
22,7.825,6.471,15.553
24,4.852,3.481,14.508
26,-0.148,1.860,15.163
28,-3.308,-0.145,15.622
30,-7.224,-3.532,13.225
32,-10.465,-5.798,13.813
34,-13.032,-7.330,12.113
36,-15.654,-11.202,10.757
38,-18.245,-11.650,10.093
40,-20.383,-14.996,7.021
42,-23.031,-16.129,5.612
44,-25.234,-16.699,4.462
46,-25.802,-18.551,3.492
48,-26.483,-18.832,0.222
50,-27.323,-18.648,-1.300
52,-27.161,-18.880,-1.786
54,-26.360,-19.822,-4.795
56,-25.164,-18.701,-5.774
58,-24.091,-18.646,-7.731
60,-22.798,-15.859,-8.895
62,-21.073,-14.368,-10.136
64,-17.361,-14.283,-10.223
66,-14.979,-11.603,-11.453
68,-12.540,-8.401,-12.820
70,-9.138,-7.583,-12.397
72,-6.263,-3.917,-12.829
74,-1.639,-1.349,-13.372
76,2.248,0.701,-12.162
78,4.784,3.641,-11.641
80,8.331,5.810,-11.883
82,12.582,7.375,-11.585
84,14.028,10.700,-10.128
86,17.921,12.160,-8.049
88,20.956,13.633,-6.495
90,23.491,16.267,-5.169
92,25.693,18.392,-3.324
94,27.241,19.795,-3.299
96,28.516,19.706,-0.702
98,29.057,20.979,1.233
100,28.171,21.426,3.472
