percent,ankle,knee,hip
0,25.205,15.630,28.799
2,27.688,16.543,27.960
4,27.973,15.678,27.263
6,28.365,17.462,25.691
8,28.371,16.430,23.899
10,28.508,17.064,21.640
12,26.300,16.919,20.278
14,24.741,15.357,17.934
16,24.219,13.934,15.394
18,21.814,13.182,11.297
20,20.225,13.515,7.593
22,16.955,11.664,5.799
24,14.503,8.697,0.970
26,9.889,7.351,-2.217
28,6.540,6.016,-6.208
30,3.875,4.950,-8.817
32,0.305,1.553,-11.214
34,-2.973,0.539,-14.151
36,-5.733,-2.461,-16.882
38,-8.926,-3.117,-19.432
40,-12.337,-5.888,-21.678
42,-15.589,-6.885,-23.403
44,-17.448,-9.196,-25.197
46,-20.996,-11.300,-26.022
48,-23.060,-11.860,-26.294
50,-24.130,-13.191,-26.034
52,-25.959,-13.518,-25.745
54,-26.905,-13.830,-24.355
56,-26.320,-13.566,-23.956
58,-26.968,-14.755,-22.271
60,-26.277,-15.005,-20.792
62,-24.593,-14.705,-18.719
64,-23.640,-14.546,-15.631
66,-21.982,-13.482,-12.468
68,-18.888,-11.148,-10.266
70,-17.449,-10.876,-5.355
72,-15.515,-8.098,-2.893
74,-11.083,-6.694,1.444
76,-7.895,-6.507,3.087
78,-5.646,-3.662,8.403
80,-1.731,-1.896,10.536
82,1.522,0.062,13.735
84,5.832,1.379,17.753
86,9.122,4.325,20.330
88,12.275,5.144,21.931
90,14.293,7.224,23.725
92,18.421,10.272,25.176
94,20.736,10.846,26.634
96,23.287,12.982,27.805
98,25.056,12.945,27.716
100,26.228,14.131,27.879
