percent,ankle,knee,hip
0,9.887,16.171,20.697
2,9.655,14.532,21.345
4,11.538,13.030,21.141
6,12.219,10.747,20.898
8,11.387,8.774,18.113
10,11.120,5.830,17.933
12,11.774,2.875,16.336
14,10.028,1.043,14.108
16,10.679,-0.595,13.282
18,10.194,-3.215,10.155
20,7.942,-4.571,7.904
22,7.534,-8.572,4.800
24,7.105,-8.951,2.307
26,5.083,-11.163,0.617
28,4.846,-13.930,-1.006
30,2.792,-13.788,-3.878
32,2.874,-15.891,-6.708
34,0.779,-15.854,-8.032
36,-0.615,-16.541,-11.449
38,-1.487,-18.049,-12.716
40,-3.469,-18.202,-13.976
42,-4.804,-17.388,-15.084
44,-4.779,-17.587,-17.530
46,-7.373,-16.193,-18.175
48,-6.911,-15.194,-19.562
50,-8.768,-14.207,-19.669
52,-7.809,-11.418,-18.775
54,-9.631,-10.179,-18.238
56,-9.328,-8.095,-18.230
58,-10.335,-5.681,-17.539
60,-8.606,-3.034,-14.908
62,-8.930,-2.617,-14.522
64,-9.402,1.435,-12.223
66,-7.390,2.939,-10.933
68,-7.183,4.873,-7.819
70,-6.757,7.017,-5.896
72,-6.348,9.058,-3.652
74,-5.194,12.253,-0.962
76,-2.822,12.581,0.907
78,-1.783,14.886,2.819
80,-0.772,16.050,6.148
82,0.457,18.081,8.819
84,1.805,17.971,9.939
86,1.832,19.230,12.204
88,4.761,19.986,14.121
90,5.634,19.344,17.141
92,6.345,18.257,17.224
94,7.288,19.269,19.416
96,7.750,18.716,21.064
98,9.119,16.755,19.763
100,9.183,15.423,21.527
