percent,ankle,knee,hip
0,12.395,10.791,5.197
2,9.894,14.405,8.620
4,8.522,18.478,9.759
6,5.947,19.903,12.915
8,4.338,21.682,13.950
10,2.315,24.976,17.161
12,0.629,25.715,19.424
14,-2.384,28.593,20.086
16,-4.355,29.014,20.837
18,-4.659,29.563,21.295
20,-7.830,28.255,22.941
22,-8.742,29.522,22.860
24,-9.951,28.645,23.032
26,-11.059,27.309,22.207
28,-11.749,23.775,21.464
30,-14.382,22.981,19.211
32,-14.087,19.931,18.388
34,-15.213,16.787,16.265
36,-14.761,15.384,15.353
38,-14.511,10.676,12.509
40,-15.392,7.284,9.878
42,-13.205,5.433,7.754
44,-12.837,0.721,5.768
46,-12.721,-2.891,2.616
48,-11.521,-6.908,0.115
50,-8.564,-8.638,-3.718
52,-7.951,-13.168,-5.975
54,-6.280,-14.627,-7.987
56,-4.391,-17.747,-10.848
58,-2.092,-20.679,-12.862
60,-0.658,-23.263,-14.571
62,0.818,-24.683,-17.118
64,2.960,-26.204,-18.041
66,4.858,-26.722,-20.215
68,7.205,-26.494,-19.240
70,9.730,-26.562,-21.351
72,11.691,-26.113,-21.201
74,12.196,-25.855,-20.010
76,13.534,-24.705,-19.729
78,14.257,-21.995,-18.828
80,16.222,-20.478,-17.829
82,16.749,-18.382,-16.701
84,16.981,-16.170,-14.773
86,17.464,-11.662,-12.113
88,15.890,-8.906,-10.990
90,16.844,-5.518,-7.911
92,14.971,-2.077,-5.764
94,15.360,1.276,-2.744
96,13.812,3.737,-0.928
98,13.196,7.479,2.522
100,11.480,12.189,4.064
