percent,ankle,knee,hip
0,9.558,4.340,23.063
2,8.211,6.200,25.055
4,6.571,9.469,25.735
6,5.091,11.358,26.350
8,2.942,13.642,26.211
10,0.977,15.786,26.246
12,-0.556,17.377,24.880
14,-2.128,19.261,24.633
16,-3.382,21.120,22.592
18,-5.273,22.610,22.375
20,-8.344,22.746,19.884
22,-9.098,22.685,18.286
24,-10.274,22.026,14.789
26,-10.776,22.197,12.895
28,-12.280,21.495,9.665
30,-13.682,20.734,6.648
32,-14.173,18.796,3.240
34,-14.164,16.848,0.661
36,-12.981,16.204,-2.594
38,-14.418,14.283,-5.943
40,-13.503,10.863,-8.171
42,-13.432,9.390,-11.160
44,-11.108,5.936,-14.207
46,-10.358,2.625,-16.781
48,-10.532,1.570,-18.843
50,-8.983,-1.746,-20.923
52,-5.687,-4.352,-22.545
54,-5.402,-8.325,-22.323
56,-3.026,-10.278,-24.404
58,-2.016,-12.695,-24.163
60,0.182,-14.164,-23.589
62,3.397,-16.575,-24.000
64,3.877,-17.800,-22.614
66,5.954,-19.880,-21.978
68,8.661,-20.723,-19.886
70,8.503,-20.537,-17.055
72,10.094,-20.043,-14.760
74,12.639,-20.960,-12.642
76,13.846,-20.523,-9.577
78,13.437,-20.175,-7.632
80,14.956,-19.511,-4.774
82,16.047,-16.410,-2.026
84,15.023,-16.419,1.709
86,16.749,-13.131,4.805
88,15.474,-11.001,7.815
90,14.609,-9.191,10.821
92,14.799,-5.908,13.683
94,13.530,-4.302,15.748
96,13.158,-1.264,19.737
98,11.328,1.359,21.947
100,9.217,3.402,23.528
