percent,ankle,knee,hip
0,13.877,1.132,3.363
2,13.754,5.725,6.935
4,14.161,8.221,9.149
6,14.203,10.579,12.905
8,12.615,14.134,15.309
10,12.015,16.680,16.380
12,11.570,17.693,19.324
14,9.341,19.773,20.435
16,9.555,22.827,21.236
18,7.547,24.172,22.097
20,4.894,25.475,22.565
22,4.061,24.813,23.342
24,2.937,25.762,23.273
26,0.154,24.787,22.428
28,-0.466,25.752,22.372
30,-2.380,24.411,21.499
32,-3.717,21.986,19.873
34,-6.252,21.153,18.857
36,-6.454,19.407,15.733
38,-8.065,16.112,14.510
40,-10.349,13.645,11.611
42,-11.494,11.360,9.926
44,-12.312,9.428,6.250
46,-12.050,6.211,3.313
48,-12.631,3.763,0.791
50,-13.053,-0.943,-2.425
52,-12.920,-2.364,-4.238
54,-11.717,-5.218,-6.779
56,-11.268,-9.489,-10.357
58,-10.981,-11.500,-12.036
60,-10.219,-14.232,-15.231
62,-8.368,-15.932,-15.510
64,-8.182,-17.633,-18.059
66,-5.706,-19.955,-19.057
68,-5.943,-21.920,-21.188
70,-4.082,-22.076,-21.220
72,-1.490,-23.849,-22.108
74,0.200,-24.285,-21.179
76,1.136,-23.165,-21.128
78,3.852,-22.148,-19.461
80,5.105,-21.810,-19.142
82,5.752,-20.577,-18.656
84,7.250,-19.100,-15.286
86,9.293,-16.889,-13.949
88,11.185,-14.934,-11.950
90,11.745,-11.801,-9.614
92,13.239,-9.366,-7.759
94,14.078,-6.705,-4.123
96,13.341,-3.708,-0.969
98,14.815,-0.304,1.770
100,14.739,1.582,5.051
