percent,ankle,knee,hip
0,11.889,16.247,11.049
2,11.704,16.694,12.848
4,11.638,16.454,12.779
6,12.515,15.197,12.282
8,11.171,13.191,12.234
10,10.929,11.271,12.280
12,10.146,10.443,11.234
14,9.798,8.829,10.714
16,9.106,6.241,9.639
18,7.704,5.964,8.403
20,5.777,2.199,8.141
22,4.497,1.956,6.387
24,3.574,-0.287,4.354
26,1.293,-1.986,2.927
28,-0.061,-4.927,2.216
30,-1.266,-5.629,1.669
32,-3.630,-8.354,0.413
34,-4.990,-10.567,-2.386
36,-6.027,-10.216,-3.013
38,-5.654,-12.004,-4.025
40,-7.589,-13.247,-5.228
42,-8.013,-13.245,-6.285
44,-9.357,-13.793,-8.396
46,-10.048,-15.338,-8.120
48,-11.066,-15.376,-10.147
50,-9.633,-14.483,-8.760
52,-10.274,-13.981,-10.908
54,-10.222,-12.656,-10.551
56,-9.599,-13.429,-10.437
58,-9.818,-11.366,-9.583
60,-8.335,-9.276,-9.642
62,-7.718,-9.063,-8.809
64,-7.453,-7.175,-8.938
66,-5.342,-5.584,-7.014
68,-4.560,-4.090,-5.944
70,-2.878,-0.944,-5.432
72,-2.579,0.630,-4.392
74,0.053,2.451,-2.241
76,1.420,4.406,-2.372
78,2.179,7.567,0.215
80,4.016,7.825,1.383
82,4.852,10.631,2.265
84,7.101,11.841,3.168
86,7.584,13.932,5.043
88,8.330,14.723,6.006
90,10.353,14.654,8.254
92,10.212,15.121,8.032
94,10.653,16.959,9.612
96,12.502,16.727,10.968
98,11.264,16.396,10.720
100,11.969,16.779,12.288
