percent,ankle,knee,hip
0,24.347,20.732,2.940
2,24.329,22.502,7.307
4,23.970,24.114,11.135
6,22.233,25.284,13.089
8,20.257,24.681,16.466
10,17.405,24.540,19.374
12,16.305,24.399,22.598
14,13.130,24.210,24.997
16,10.401,22.895,25.556
18,8.826,21.358,26.739
20,6.227,19.560,28.066
22,3.272,17.186,28.862
24,-0.103,15.504,28.330
26,-3.246,13.876,28.171
28,-6.987,10.655,27.313
30,-8.394,7.052,26.574
32,-11.471,5.139,24.480
34,-14.602,1.850,21.938
36,-15.424,-0.764,20.545
38,-19.302,-4.873,18.138
40,-18.950,-7.115,15.445
42,-20.360,-10.676,11.135
44,-22.074,-12.574,9.038
46,-22.648,-14.144,4.670
48,-21.895,-16.364,1.415
50,-23.362,-19.292,-2.643
52,-21.227,-20.351,-5.359
54,-20.102,-20.749,-8.619
56,-20.100,-22.088,-12.554
58,-17.992,-23.473,-13.913
60,-17.042,-22.648,-17.439
62,-14.431,-22.916,-19.288
64,-11.664,-22.870,-22.535
66,-9.917,-21.098,-22.958
68,-5.632,-18.736,-25.851
70,-3.128,-18.579,-25.867
72,-0.341,-16.750,-26.284
74,3.017,-13.763,-27.558
76,5.958,-11.329,-25.876
78,7.963,-7.592,-26.393
80,10.620,-5.534,-23.900
82,14.266,-2.564,-23.669
84,15.360,-0.419,-21.800
86,18.557,3.338,-18.945
88,20.481,5.834,-15.507
90,21.805,9.860,-13.444
92,22.277,12.646,-9.870
94,23.247,15.008,-6.448
96,24.171,17.338,-4.307
98,23.812,19.146,-0.707
100,24.716,19.905,3.825
