percent,ankle,knee,hip
0,25.558,14.466,14.321
2,26.541,14.997,12.371
4,26.871,14.562,10.872
6,26.593,13.261,8.516
8,24.588,13.436,7.645
10,23.916,11.978,6.730
12,23.319,12.438,3.209
14,20.872,9.904,2.387
16,18.340,9.665,-0.694
18,14.954,8.782,-1.849
20,13.807,7.464,-4.018
22,9.838,5.920,-4.831
24,7.534,4.200,-7.854
26,3.854,2.501,-8.363
28,1.173,0.347,-10.565
30,-2.449,-2.210,-12.029
32,-6.195,-2.695,-12.434
34,-8.901,-4.438,-13.765
36,-11.561,-7.117,-13.906
38,-14.978,-7.559,-14.856
40,-16.642,-8.170,-15.097
42,-18.410,-10.169,-15.087
44,-21.366,-10.100,-13.437
46,-21.400,-11.439,-14.139
48,-22.734,-11.375,-12.759
50,-24.282,-11.537,-11.131
52,-24.743,-13.032,-9.672
54,-23.500,-12.947,-9.443
56,-24.763,-12.164,-7.342
58,-23.541,-12.391,-6.355
60,-22.608,-11.002,-4.964
62,-20.908,-9.996,-2.012
64,-19.398,-8.900,-0.365
66,-15.894,-7.851,2.558
68,-14.728,-6.505,4.425
70,-10.307,-5.482,6.236
72,-8.179,-2.533,6.815
74,-4.808,-1.540,9.913
76,-1.695,-0.345,10.011
78,0.278,1.458,12.807
80,4.707,2.829,12.664
82,7.136,4.810,13.766
84,11.143,7.032,15.084
86,13.760,7.460,16.774
88,17.024,9.097,16.981
90,19.393,10.639,16.401
92,20.198,11.650,16.044
94,23.224,12.400,17.030
96,23.885,12.613,15.254
98,24.814,13.916,15.643
100,25.487,13.640,14.549
