percent,ankle,knee,hip
0,7.858,2.695,4.344
2,9.287,6.334,5.248
4,9.644,8.732,6.552
6,11.688,12.855,8.959
8,12.287,16.405,9.752
10,12.539,19.322,12.440
12,12.986,21.015,12.495
14,13.834,22.715,14.250
16,13.790,24.602,15.713
18,13.866,27.596,14.787
20,13.315,28.814,16.222
22,12.145,27.829,15.467
24,12.730,29.213,16.515
26,12.164,28.063,15.632
28,10.361,27.111,13.656
30,9.450,26.605,13.779
32,7.477,24.986,13.097
34,6.505,24.594,12.162
36,5.584,20.897,9.955
38,3.889,18.942,9.350
40,2.343,16.917,6.279
42,0.709,12.809,4.589
44,-1.791,10.979,4.092
46,-2.560,7.215,0.935
48,-3.118,3.014,-0.007
50,-6.056,-0.050,-1.028
52,-7.486,-3.695,-3.831
54,-7.666,-6.898,-6.077
56,-9.834,-11.111,-7.515
58,-9.185,-12.661,-7.888
60,-11.335,-16.596,-9.651
62,-10.381,-19.505,-11.911
64,-11.651,-21.479,-12.762
66,-11.153,-23.856,-13.338
68,-10.417,-24.383,-14.307
70,-10.177,-25.071,-13.931
72,-10.171,-26.190,-14.342
74,-9.415,-26.252,-14.437
76,-9.854,-25.762,-12.283
78,-8.445,-26.606,-12.983
80,-6.712,-24.944,-11.013
82,-5.513,-23.994,-11.538
84,-5.130,-22.278,-9.444
86,-3.023,-20.361,-9.064
88,-1.168,-17.907,-6.803
90,0.017,-14.789,-4.068
92,2.024,-11.631,-2.512
94,3.765,-7.248,-1.389
96,4.284,-5.433,0.229
98,5.913,-1.948,1.230
100,8.324,2.999,4.498
