percent,ankle,knee,hip
0,14.652,12.275,18.500
2,13.370,14.516,19.936
4,13.036,17.071,21.598
6,12.000,18.859,23.068
8,11.464,21.661,23.259
10,9.466,22.688,24.044
12,8.853,25.583,22.728
14,7.461,26.518,22.943
16,6.989,27.601,23.236
18,5.325,27.689,20.815
20,3.569,28.043,19.454
22,1.687,27.047,19.135
24,0.498,25.855,16.907
26,-1.514,24.656,15.204
28,-3.517,22.814,12.375
30,-4.876,20.699,10.076
32,-5.605,18.078,7.176
34,-7.914,16.122,3.853
36,-9.620,12.336,0.622
38,-10.475,10.004,-0.803
40,-10.639,7.127,-3.321
42,-11.707,3.682,-6.572
44,-11.090,0.412,-9.346
46,-12.912,-3.206,-11.426
48,-13.155,-5.958,-13.649
50,-12.895,-8.862,-15.919
52,-12.219,-11.962,-17.214
54,-10.795,-14.819,-19.301
56,-9.672,-18.333,-20.397
58,-10.314,-20.283,-21.763
60,-8.961,-20.973,-20.508
62,-6.394,-22.543,-21.387
64,-5.360,-24.572,-21.961
66,-4.199,-24.692,-20.480
68,-2.969,-26.031,-19.559
70,-0.289,-24.375,-18.996
72,-0.225,-24.569,-15.795
74,2.714,-23.031,-14.331
76,2.863,-23.557,-12.195
78,5.194,-21.740,-10.478
80,7.182,-17.986,-7.295
82,8.443,-15.902,-5.607
84,9.691,-13.031,-1.962
86,11.153,-10.632,0.125
88,11.285,-8.612,2.785
90,13.120,-4.527,6.650
92,13.798,-2.427,8.434
94,13.718,0.667,10.928
96,13.237,3.918,14.538
98,13.796,8.772,15.907
100,14.432,11.800,18.765
