percent,ankle,knee,hip
0,14.083,26.867,9.510
2,16.632,26.809,12.035
4,20.538,26.518,11.719
6,21.318,26.245,12.643
8,23.644,23.382,12.306
10,24.720,22.767,13.205
12,26.442,19.929,13.961
14,27.214,17.536,13.114
16,27.715,14.002,11.930
18,26.958,11.460,12.094
20,27.768,8.494,11.368
22,26.894,4.477,10.748
24,25.486,1.442,8.119
26,23.757,-1.148,8.647
28,21.753,-6.101,6.932
30,19.267,-7.562,6.098
32,17.060,-11.181,3.929
34,12.657,-15.334,2.584
36,10.440,-17.730,1.608
38,6.450,-18.767,-1.083
40,4.237,-21.519,-2.535
42,-0.494,-23.946,-3.483
44,-2.769,-24.138,-5.964
46,-7.140,-25.043,-7.107
48,-8.702,-26.164,-7.689
50,-12.692,-25.116,-8.505
52,-15.339,-26.243,-8.527
54,-18.817,-25.326,-9.042
56,-20.406,-22.546,-10.450
58,-21.393,-22.097,-10.432
60,-23.911,-19.073,-10.272
62,-24.565,-17.906,-10.833
64,-25.557,-14.546,-11.449
66,-26.415,-11.472,-9.654
68,-25.332,-9.038,-10.101
70,-26.100,-6.421,-8.662
72,-24.844,-3.760,-8.081
74,-22.978,-0.201,-6.914
76,-21.130,4.872,-6.270
78,-19.222,6.908,-5.458
80,-16.471,11.236,-3.398
82,-14.909,13.021,-2.197
84,-11.999,16.241,-0.095
86,-8.762,19.243,1.991
88,-3.849,21.011,3.422
90,-2.176,22.524,3.684
92,1.295,25.975,4.915
94,5.510,26.552,6.195
96,7.582,27.633,8.845
98,10.873,27.698,9.446
100,13.863,27.806,10.455
