percent,ankle,knee,hip
0,26.443,21.480,6.646
2,26.932,20.771,7.055
4,25.450,20.049,7.191
6,24.279,19.695,8.611
8,23.680,18.024,9.283
10,23.216,17.549,9.869
12,19.810,16.597,10.706
14,17.928,13.282,11.029
16,16.339,11.324,12.395
18,13.202,9.851,11.545
20,11.098,6.715,11.953
22,8.215,4.731,11.038
24,5.521,2.650,10.766
26,0.475,-0.971,10.533
28,-1.401,-2.397,9.997
30,-5.293,-4.572,10.270
32,-8.063,-6.965,8.932
34,-10.316,-10.788,8.020
36,-13.891,-11.948,5.127
38,-15.461,-14.441,5.257
40,-19.095,-15.056,3.119
42,-21.184,-16.505,1.913
44,-22.775,-18.981,-0.122
46,-23.877,-19.453,-1.450
48,-24.469,-19.312,-2.185
50,-24.067,-20.054,-2.927
52,-25.286,-19.201,-5.238
54,-24.665,-19.254,-6.364
56,-22.527,-18.174,-6.527
58,-21.351,-16.612,-7.788
60,-19.835,-14.417,-8.593
62,-17.972,-14.039,-9.593
64,-16.580,-11.553,-9.283
66,-13.437,-9.773,-9.927
68,-12.171,-7.743,-9.865
70,-9.694,-5.720,-9.499
72,-6.043,-2.485,-10.003
74,-2.497,0.209,-8.603
76,0.152,2.557,-9.798
78,4.069,5.256,-8.939
80,6.162,7.313,-7.617
82,10.395,10.162,-7.038
84,12.135,12.052,-5.266
86,15.669,13.241,-3.461
88,17.264,15.008,-2.845
90,21.100,16.596,-1.478
92,22.777,19.532,0.186
94,23.670,19.357,1.346
96,24.742,20.454,3.240
98,26.217,20.324,4.171
100,25.358,20.951,5.835
