percent,ankle,knee,hip
0,17.977,12.700,9.337
2,19.037,13.656,12.662
4,20.314,14.652,14.206
6,21.024,15.953,17.877
8,21.213,16.570,18.155
10,20.475,18.000,20.379
12,19.139,17.791,22.865
14,19.550,18.377,22.636
16,17.124,17.233,24.146
18,17.116,15.422,25.300
20,14.572,16.485,23.523
22,12.772,13.569,23.453
24,11.076,13.741,23.113
26,8.826,12.488,21.305
28,6.814,10.305,21.357
30,3.253,7.356,18.887
32,1.813,6.996,16.041
34,-1.001,4.017,15.210
36,-3.502,2.603,12.805
38,-5.923,0.906,9.813
40,-8.336,-1.365,6.661
42,-9.978,-3.509,4.066
44,-11.908,-5.871,1.235
46,-14.380,-8.546,-2.041
48,-15.480,-8.729,-5.654
50,-17.563,-10.283,-8.225
52,-17.568,-11.398,-9.792
54,-17.777,-14.390,-13.334
56,-19.416,-14.031,-14.951
58,-18.546,-15.144,-17.317
60,-18.821,-16.246,-19.714
62,-18.222,-15.820,-19.256
64,-16.093,-15.538,-21.322
66,-14.924,-14.811,-21.306
68,-15.137,-14.328,-23.093
70,-12.856,-14.286,-22.580
72,-10.671,-11.462,-22.089
74,-8.465,-11.836,-20.416
76,-6.186,-9.062,-20.554
78,-3.671,-8.481,-17.925
80,-2.213,-7.010,-16.118
82,1.128,-4.533,-15.129
84,3.796,-2.127,-13.153
86,6.364,0.813,-10.081
88,8.438,2.852,-6.813
90,10.336,4.017,-4.978
92,12.538,5.731,-1.506
94,15.339,8.655,1.273
96,15.514,10.073,4.211
98,18.287,12.025,7.482
100,17.797,13.152,10.629
