percent,ankle,knee,hip
0,14.641,14.469,16.740
2,15.619,15.382,19.578
4,18.356,16.225,21.685
6,20.046,17.148,21.876
8,19.389,17.860,23.639
10,21.542,18.581,24.926
12,21.429,17.962,24.508
14,21.333,16.306,24.909
16,21.146,15.749,24.704
18,20.818,15.906,23.137
20,18.962,13.583,22.251
22,18.968,13.793,21.036
24,16.245,11.942,19.177
26,15.239,9.021,17.152
28,13.801,7.395,14.702
30,11.339,6.518,12.250
32,9.084,3.679,10.331
34,6.356,1.456,7.556
36,4.152,-0.691,3.833
38,1.322,-3.288,0.357
40,-0.593,-4.073,-1.303
42,-4.364,-6.773,-4.669
44,-6.690,-7.567,-7.748
46,-8.551,-9.710,-9.770
48,-10.210,-10.934,-12.038
50,-13.118,-13.426,-15.798
52,-15.020,-14.445,-16.915
54,-17.041,-15.476,-19.647
56,-18.159,-15.356,-19.865
58,-18.146,-14.854,-21.342
60,-19.323,-16.125,-22.410
62,-19.158,-14.945,-21.765
64,-18.902,-15.353,-23.187
66,-18.561,-14.823,-22.705
68,-17.570,-13.564,-21.542
70,-17.013,-12.260,-19.736
72,-15.604,-10.124,-17.922
74,-14.102,-9.258,-16.662
76,-12.090,-7.365,-14.894
78,-11.471,-5.998,-12.928
80,-8.262,-3.468,-10.335
82,-5.966,-2.056,-7.197
84,-3.898,-0.181,-4.770
86,-1.645,1.906,-2.689
88,-0.092,5.461,1.693
90,2.674,7.565,4.708
92,6.440,8.080,7.827
94,8.531,11.486,10.391
96,10.136,12.299,11.907
98,12.651,13.114,14.293
100,15.356,15.052,17.592
