percent,ankle,knee,hip
0,15.974,3.318,17.090
2,13.376,4.107,18.951
4,12.154,5.924,20.338
6,11.447,7.692,20.128
8,8.510,9.069,20.608
10,7.294,9.492,20.583
12,4.308,9.437,20.793
14,2.769,10.562,19.729
16,-0.706,11.958,20.286
18,-2.409,11.838,19.030
20,-4.488,11.688,17.528
22,-6.654,12.488,16.596
24,-8.112,11.304,13.815
26,-11.344,11.301,11.420
28,-11.981,10.827,9.790
30,-12.869,11.146,8.254
32,-15.457,9.570,5.226
34,-16.821,9.107,2.775
36,-17.210,9.017,0.049
38,-16.522,7.015,-2.970
40,-17.410,6.482,-4.924
42,-16.255,3.697,-6.500
44,-15.568,3.061,-10.362
46,-16.540,1.259,-12.517
48,-14.046,-0.096,-12.850
50,-14.312,-1.092,-15.405
52,-12.794,-3.372,-16.832
54,-10.511,-3.499,-17.659
56,-8.335,-4.925,-17.726
58,-6.107,-6.056,-19.322
60,-4.491,-7.638,-19.232
62,-3.076,-8.475,-18.947
64,-0.237,-8.603,-18.991
66,3.057,-8.434,-18.011
68,4.192,-9.799,-17.213
70,7.753,-9.614,-16.222
72,8.883,-10.971,-13.455
74,11.588,-10.354,-12.522
76,12.069,-10.285,-9.991
78,13.880,-9.425,-7.721
80,15.578,-9.570,-5.967
82,16.582,-8.372,-2.418
84,17.444,-7.729,-0.727
86,18.947,-5.423,1.425
88,19.336,-4.155,4.915
90,18.456,-4.155,7.534
92,18.026,-2.689,10.020
94,19.385,-1.148,11.000
96,17.357,0.188,14.701
98,16.801,1.917,15.957
100,16.370,3.673,17.424
