percent,ankle,knee,hip
0,16.342,10.474,7.703
2,14.316,11.725,6.622
4,13.263,11.765,5.393
6,10.881,11.076,4.253
8,8.121,11.814,2.724
10,5.679,10.625,2.653
12,3.994,9.990,1.320
14,0.903,9.738,-0.910
16,-0.297,9.200,-2.488
18,-2.975,8.835,-2.441
20,-4.896,7.041,-3.670
22,-8.701,6.112,-5.523
24,-10.928,4.002,-6.552
26,-12.912,3.625,-6.089
28,-12.903,3.161,-8.326
30,-15.593,0.409,-8.670
32,-17.366,0.337,-8.397
34,-17.790,-0.995,-8.687
36,-18.110,-2.415,-9.926
38,-19.313,-4.090,-9.283
40,-18.657,-4.730,-9.819
42,-19.351,-6.140,-9.006
44,-18.593,-6.132,-7.203
46,-16.169,-8.517,-7.843
48,-15.604,-7.505,-6.575
50,-13.789,-9.611,-5.447
52,-13.900,-9.638,-5.334
54,-11.209,-9.076,-3.370
56,-9.516,-9.668,-2.249
58,-7.178,-10.104,-1.508
60,-3.614,-8.010,0.636
62,-1.187,-8.172,1.150
64,1.232,-6.920,2.114
66,3.448,-7.158,4.070
68,5.989,-5.319,4.976
70,6.758,-5.256,5.162
72,10.574,-5.021,8.102
74,12.204,-2.541,7.811
76,14.463,-0.837,8.539
78,15.162,-0.299,10.618
80,18.191,1.634,10.125
82,17.660,1.513,10.908
84,20.509,4.378,11.537
86,20.571,4.289,11.788
88,20.294,6.009,10.276
90,19.871,8.169,10.222
92,20.393,8.883,10.658
94,19.952,9.699,9.886
96,19.545,9.108,10.215
98,17.578,10.654,9.377
100,15.786,10.992,8.015
