percent,ankle,knee,hip
0,5.156,14.009,20.164
2,7.279,14.954,21.095
4,9.712,15.905,23.585
6,11.109,18.130,24.611
8,12.723,18.328,27.321
10,13.559,18.030,28.304
12,15.020,19.200,27.182
14,15.716,18.534,27.996
16,15.265,17.431,26.681
18,15.990,17.745,25.824
20,16.665,15.657,26.417
22,15.854,14.109,23.514
24,15.458,14.366,21.997
26,15.686,11.767,20.415
28,13.535,9.277,15.873
30,14.125,7.071,14.251
32,13.076,5.777,11.601
34,11.128,3.120,8.411
36,9.530,2.437,3.849
38,8.170,0.243,1.698
40,5.315,-2.153,-2.371
42,3.190,-3.975,-6.647
44,2.800,-7.180,-8.524
46,-0.082,-8.646,-12.077
48,-2.224,-11.053,-14.956
50,-3.934,-12.812,-17.961
52,-4.530,-13.566,-20.557
54,-6.507,-13.896,-22.847
56,-9.153,-16.128,-23.469
58,-10.775,-15.316,-25.427
60,-12.148,-16.703,-25.891
62,-11.946,-16.258,-25.167
64,-12.342,-15.552,-25.717
66,-12.988,-15.837,-26.046
68,-15.062,-14.397,-23.811
70,-14.855,-13.665,-24.017
72,-14.659,-13.368,-22.418
74,-13.045,-11.277,-20.038
76,-13.205,-10.192,-17.707
78,-11.628,-7.974,-14.918
80,-11.097,-6.948,-12.890
82,-10.474,-2.988,-8.614
84,-8.449,-0.850,-5.638
86,-7.352,1.157,-2.305
88,-5.581,2.571,1.178
90,-3.237,4.719,3.914
92,-2.684,6.402,7.071
94,0.134,8.565,11.973
96,2.839,10.535,13.423
98,2.916,12.829,16.565
100,4.993,14.415,18.654
