percent,ankle,knee,hip
0,12.869,13.646,10.259
2,15.530,13.773,9.871
4,17.569,13.923,7.244
6,18.596,13.790,6.645
8,21.390,14.126,4.891
10,23.108,12.453,3.063
12,23.176,13.021,1.178
14,24.649,11.501,-0.170
16,25.681,9.918,-2.653
18,25.871,9.479,-4.774
20,25.912,9.320,-6.606
22,24.983,7.568,-7.822
24,23.862,5.204,-8.110
26,21.557,3.724,-10.738
28,21.416,2.097,-11.548
30,19.050,1.360,-13.062
32,15.865,-1.111,-12.163
34,14.053,-1.821,-12.624
36,10.206,-3.830,-13.472
38,8.777,-4.499,-13.419
40,4.088,-7.246,-13.434
42,2.094,-7.360,-13.613
44,-1.597,-8.458,-12.166
46,-3.663,-10.173,-12.430
48,-6.340,-9.926,-10.326
50,-9.575,-10.654,-9.704
52,-11.996,-12.152,-8.510
54,-14.582,-10.757,-5.715
56,-17.091,-11.670,-3.849
58,-19.228,-11.082,-1.862
60,-19.739,-10.094,-0.850
62,-22.839,-11.165,0.170
64,-22.725,-9.152,2.315
66,-22.495,-8.644,3.672
68,-23.965,-7.126,6.319
70,-22.326,-6.658,8.984
72,-23.265,-5.577,9.200
74,-21.013,-3.259,10.916
76,-20.769,-1.962,11.545
78,-19.410,-0.533,14.097
80,-16.295,0.843,14.906
82,-13.223,2.748,14.278
84,-11.088,4.696,15.644
86,-8.561,5.523,14.809
88,-6.829,6.671,16.696
90,-2.968,8.199,14.774
92,0.330,8.907,15.445
94,3.001,9.670,13.543
96,6.218,12.032,12.951
98,8.698,11.550,11.780
100,11.088,12.121,11.438
