percent,ankle,knee,hip
0,16.766,22.747,7.463
2,16.790,23.246,10.560
4,15.147,21.616,12.733
6,13.628,19.332,16.752
8,14.326,18.454,18.977
10,12.011,16.804,21.822
12,10.858,12.553,24.608
14,10.202,10.143,27.297
16,8.717,9.042,29.317
18,6.894,4.556,30.178
20,4.622,1.754,30.214
22,2.450,-0.939,29.633
24,1.464,-2.265,30.105
26,-0.927,-5.282,29.577
28,-2.823,-8.279,27.742
30,-4.787,-10.962,25.804
32,-7.338,-13.650,24.489
34,-9.208,-15.172,22.933
36,-8.833,-18.329,20.574
38,-11.474,-18.369,17.288
40,-12.528,-21.195,14.190
42,-13.069,-21.787,10.778
44,-13.664,-21.214,7.382
46,-13.556,-22.463,1.922
48,-14.239,-21.955,-1.745
50,-14.011,-20.686,-5.177
52,-14.799,-21.156,-8.051
54,-12.356,-18.977,-12.139
56,-12.754,-17.258,-15.723
58,-11.851,-16.863,-18.330
60,-9.677,-14.780,-19.798
62,-10.047,-10.569,-22.306
64,-8.291,-9.567,-24.617
66,-6.320,-5.471,-25.607
68,-5.081,-4.060,-26.679
70,-3.085,-0.343,-28.748
72,-0.497,2.376,-28.750
74,0.751,5.350,-27.793
76,4.391,8.304,-27.193
78,4.930,11.624,-25.851
80,6.833,13.834,-24.355
82,8.937,16.087,-23.177
84,10.415,18.142,-19.540
86,11.408,18.736,-17.190
88,13.656,22.191,-14.763
90,14.798,23.164,-11.392
92,14.069,22.603,-7.793
94,14.975,24.507,-4.576
96,16.545,24.827,-0.108
98,16.452,23.713,2.604
100,16.942,24.096,6.150
