percent,ankle,knee,hip
0,14.773,28.380,21.891
2,13.703,27.194,23.369
4,12.703,24.353,26.383
6,12.365,22.679,28.044
8,10.260,20.275,29.834
10,9.034,16.562,31.173
12,8.285,13.657,30.369
14,5.169,9.994,29.974
16,5.154,7.701,30.870
18,2.693,3.329,28.606
20,0.965,-0.287,26.761
22,-0.223,-4.262,25.506
24,-2.622,-7.325,23.375
26,-3.962,-10.412,20.162
28,-6.514,-13.586,18.124
30,-8.476,-16.618,15.222
32,-8.960,-19.232,12.080
34,-10.515,-23.099,7.663
36,-10.900,-24.822,4.887
38,-12.228,-26.447,0.633
40,-12.223,-27.903,-3.055
42,-13.122,-28.312,-6.186
44,-13.145,-28.745,-10.756
46,-13.483,-28.711,-12.981
48,-13.988,-27.531,-16.999
50,-12.158,-26.685,-20.166
52,-11.161,-26.098,-22.639
54,-11.795,-23.106,-25.247
56,-10.108,-21.296,-26.025
58,-7.687,-19.095,-27.997
60,-7.760,-14.766,-28.795
62,-4.955,-12.318,-28.269
64,-4.347,-7.958,-28.122
66,-3.282,-6.186,-27.296
68,0.343,-0.827,-26.759
70,1.820,2.739,-25.583
72,2.519,4.888,-24.404
74,4.085,8.848,-20.540
76,5.753,12.430,-18.689
78,7.583,17.144,-16.748
80,8.879,18.876,-12.890
82,11.423,21.962,-8.642
84,13.036,24.318,-6.250
86,12.906,25.715,-1.501
88,14.256,27.358,1.237
90,14.545,29.901,6.208
92,15.404,31.016,8.791
94,14.847,30.769,12.290
96,16.238,31.350,15.418
98,15.660,30.269,19.587
100,15.391,27.990,20.925
