percent,ankle,knee,hip
0,17.235,8.377,24.647
2,16.831,6.153,26.619
4,15.057,5.223,26.027
6,12.708,3.961,26.780
8,12.013,2.948,27.031
10,9.955,1.505,24.690
12,9.400,-0.426,24.126
14,6.078,0.097,22.050
16,3.789,-2.463,20.641
18,2.842,-3.645,19.339
20,0.226,-3.998,15.783
22,-2.284,-5.721,13.423
24,-4.748,-7.020,9.752
26,-5.408,-6.224,6.509
28,-7.070,-8.178,4.618
30,-8.485,-9.227,0.597
32,-11.305,-9.282,-2.067
34,-12.633,-10.026,-5.014
36,-14.241,-8.779,-9.651
38,-14.564,-9.124,-11.525
40,-14.993,-9.526,-14.978
42,-15.325,-7.767,-16.086
44,-16.231,-8.651,-18.933
46,-14.716,-6.767,-21.449
48,-14.601,-6.799,-23.386
50,-14.025,-4.803,-22.947
52,-13.632,-3.889,-23.962
54,-13.294,-3.112,-25.359
56,-11.855,-1.551,-24.351
58,-10.106,-0.107,-23.907
60,-8.350,0.774,-24.142
62,-5.809,0.568,-22.785
64,-4.523,3.255,-20.036
66,-2.067,4.431,-18.642
68,0.092,4.748,-17.095
70,2.437,6.621,-13.563
72,3.286,6.758,-10.316
74,6.745,7.397,-7.764
76,7.971,8.263,-5.086
78,9.101,10.265,-2.346
80,11.021,9.716,1.118
82,13.915,10.139,5.019
84,13.401,11.638,8.409
86,15.340,10.442,10.290
88,15.480,10.877,13.778
90,16.502,11.808,15.621
92,18.267,9.580,19.707
94,18.390,10.807,21.567
96,18.017,8.964,23.102
98,18.308,7.482,23.919
100,17.760,6.652,26.506
